Date,Station,ZipCodes,DayAirTmpAvg (F),DayAirTmpMax (F),DayAirTmpMin (F),DayDewPnt (F),DayPrecip (in),DayRelHumAvg (%),DayRelHumMax (%),DayRelHumMin (%),DaySolRadAvg (Ly/day),DayVapPresAvg (mBars),DayWindRun (MPH),DayWindSpdAvg (MPH)
2017-09-20,6,"95618, 95617, 95616",66.8,80.1,56.3,51.0,0.0,57.0,73.0,44.0,395.0,12.8,172.9,7.2
2017-09-21,6,"95618, 95617, 95616",61.3,72.8,48.9,43.4,0.0,52.0,75.0,33.0,482.0,9.6,130.9,5.5
2017-09-22,6,"95618, 95617, 95616",60.5,74.0,44.5,43.0,0.0,52.0,85.0,30.0,475.0,9.4,102.3,4.3
2017-09-23,6,"95618, 95617, 95616",65.5,78.7,53.1,34.7,0.0,32.0,57.0,20.0,485.0,6.8,197.6,8.2
2017-09-24,6,"95618, 95617, 95616",67.2,81.8,54.5,36.8,0.0,33.0,48.0,20.0,472.0,7.4,156.7,6.5
2017-09-25,6,"95618, 95617, 95616",69.8,86.2,55.6,39.2,0.0,33.0,46.0,19.0,475.0,8.1,104.1,4.3
2017-09-26,6,"95618, 95617, 95616",74.8,90.5,59.1,44.2,0.0,33.0,55.0,20.0,465.0,9.9,132.5,5.5
2017-09-27,6,"95618, 95617, 95616",71.8,90.1,55.3,43.2,0.0,36.0,54.0,19.0,469.0,9.5,27.3,1.1
2017-09-28,6,"95618, 95617, 95616",70.5,90.1,52.7,44.7,0.0,40.0,73.0,17.0,465.0,10.1,24.0,1.0
2017-09-29,6,"95618, 95617, 95616",67.4,83.9,52.7,51.7,0.0,57.0,78.0,33.0,410.0,13.1,52.7,2.2
2017-09-30,6,"95618, 95617, 95616",67.6,83.9,52.5,52.2,0.0,58.0,91.0,33.0,425.0,13.3,113.4,4.7
2017-10-01,6,"95618, 95617, 95616",70.9,80.5,61.3,35.3,0.0,27.0,46.0,15.0,435.0,7.0,249.4,10.4
2017-10-02,6,"95618, 95617, 95616",65.0,77.0,49.3,30.1,0.0,27.0,39.0,15.0,452.0,5.7,27.3,1.1
2017-10-03,6,"95618, 95617, 95616",62.5,77.9,45.8,33.0,0.0,33.0,57.0,20.0,430.0,6.4,44.1,1.8
2017-10-04,6,"95618, 95617, 95616",61.2,80.1,44.3,36.5,0.0,40.0,71.0,20.0,432.0,7.3,49.7,2.1
2017-10-05,6,"95618, 95617, 95616",62.9,82.3,42.9,35.2,0.0,35.0,63.0,17.0,436.0,6.9,69.1,2.9
2017-10-06,6,"95618, 95617, 95616",66.4,90.8,46.6,36.9,0.0,34.0,56.0,13.0,437.0,7.4,52.6,2.2
2017-10-07,6,"95618, 95617, 95616",66.4,86.6,47.0,42.5,0.0,42.0,68.0,21.0,420.0,9.3,42.0,1.7
2017-10-08,6,"95618, 95617, 95616",67.4,78.4,52.9,34.6,0.0,30.0,71.0,16.0,410.0,6.8,191.7,8.0
2017-10-09,6,"95618, 95617, 95616",67.7,80.9,53.4,31.1,0.0,26.0,54.0,18.0,401.0,5.9,121.1,5.0
2017-10-10,6,"95618, 95617, 95616",62.8,81.1,45.0,37.7,0.0,39.0,73.0,20.0,356.0,7.7,34.7,1.4
2017-10-11,6,"95618, 95617, 95616",61.5,74.9,49.5,33.7,0.0,35.0,77.0,15.0,366.0,6.5,100.4,4.2
2017-10-12,6,"95618, 95617, 95616",61.5,75.2,47.2,25.7,0.0,25.0,36.0,13.0,418.0,4.7,137.6,5.7
2017-10-13,6,"95618, 95617, 95616",60.3,77.8,44.3,32.3,0.0,35.0,54.0,21.0,400.0,6.2,76.4,3.2
2017-10-14,6,"95618, 95617, 95616",63.9,77.4,47.9,31.8,0.0,30.0,51.0,17.0,401.0,6.1,146.2,6.1
2017-10-15,6,"95618, 95617, 95616",60.3,80.1,44.9,34.0,0.0,37.0,64.0,20.0,388.0,6.6,48.4,2.0
2017-10-16,6,"95618, 95617, 95616",62.9,83.3,47.9,33.5,0.0,33.0,51.0,16.0,339.0,6.5,47.7,2.0
2017-10-17,6,"95618, 95617, 95616",61.0,81.6,45.5,39.1,0.0,44.0,70.0,23.0,300.0,8.1,33.1,1.4
2017-10-18,6,"95618, 95617, 95616",60.9,80.0,42.2,40.3,0.0,47.0,74.0,25.0,351.0,8.5,43.5,1.8
2017-10-19,6,"95618, 95617, 95616",60.9,72.8,52.5,51.9,0.14,72.0,92.0,52.0,302.0,13.2,117.8,4.9
2017-10-20,6,"95618, 95617, 95616",55.8,64.6,45.9,45.9,0.01,69.0,87.0,51.0,269.0,10.5,60.3,2.5
2017-10-21,6,"95618, 95617, 95616",56.2,71.0,42.6,44.0,0.0,64.0,93.0,38.0,353.0,9.8,40.9,1.7
2017-10-22,6,"95618, 95617, 95616",61.1,75.7,43.8,47.0,0.0,60.0,94.0,40.0,363.0,11.0,83.5,3.5
2017-10-23,6,"95618, 95617, 95616",67.8,83.1,52.4,52.1,0.0,57.0,84.0,37.0,348.0,13.3,57.0,2.4
2017-10-24,6,"95618, 95617, 95616",67.8,88.0,51.4,50.7,0.0,54.0,91.0,28.0,346.0,12.6,41.8,1.7
2017-10-25,6,"95618, 95617, 95616",66.7,86.2,51.0,50.3,0.0,56.0,82.0,31.0,343.0,12.4,38.1,1.6
2017-10-26,6,"95618, 95617, 95616",66.2,86.6,49.3,47.1,0.0,50.0,80.0,23.0,341.0,11.0,40.1,1.7
2017-10-27,6,"95618, 95617, 95616",65.9,85.7,50.7,44.8,0.0,46.0,68.0,25.0,340.0,10.1,36.4,1.5
2017-10-28,6,"95618, 95617, 95616",65.5,88.2,48.4,47.6,0.0,52.0,74.0,28.0,325.0,11.2,31.9,1.3
2017-10-29,6,"95618, 95617, 95616",61.6,81.3,47.7,49.6,0.0,65.0,86.0,38.0,291.0,12.1,41.1,1.7
2017-10-30,6,"95618, 95617, 95616",57.2,68.7,48.5,48.6,0.0,73.0,90.0,52.0,288.0,11.7,78.2,3.3
2017-10-31,6,"95618, 95617, 95616",54.9,70.4,41.2,46.0,0.0,72.0,93.0,47.0,307.0,10.6,40.4,1.7
2017-11-01,6,"95618, 95617, 95616",55.7,70.0,42.1,46.5,0.0,71.0,93.0,48.0,303.0,10.8,53.9,2.2
2017-11-02,6,"95618, 95617, 95616",57.5,69.2,48.1,47.5,0.0,69.0,90.0,47.0,176.0,11.2,70.3,2.9
2017-11-03,6,"95618, 95617, 95616",59.3,65.4,55.6,50.9,0.01,74.0,85.0,56.0,127.0,12.7,73.8,3.1
2017-11-04,6,"95618, 95617, 95616",55.6,65.4,43.7,47.7,0.15,75.0,97.0,45.0,194.0,11.3,81.5,3.4
2017-11-05,6,"95618, 95617, 95616",49.4,60.8,39.5,40.3,0.0,71.0,95.0,46.0,312.0,8.5,45.8,1.9
2017-11-06,6,"95618, 95617, 95616",50.3,63.1,40.9,42.5,0.0,75.0,93.0,45.0,281.0,9.2,42.6,1.8
2017-11-07,6,"95618, 95617, 95616",49.8,64.4,38.6,39.6,0.0,68.0,88.0,44.0,309.0,8.3,49.0,2.0
2017-11-08,6,"95618, 95617, 95616",53.4,62.5,41.3,46.5,0.0,77.0,96.0,58.0,81.0,10.8,57.8,2.4
2017-11-09,6,"95618, 95617, 95616",59.8,68.2,54.6,54.7,0.0,83.0,97.0,58.0,225.0,14.6,92.8,3.9
2017-11-10,6,"95618, 95617, 95616",57.7,66.1,49.7,53.6,0.0,86.0,95.0,71.0,131.0,14.0,66.4,2.8
2017-11-11,6,"95618, 95617, 95616",52.1,65.3,40.2,47.5,0.0,84.0,100.0,59.0,275.0,11.2,34.6,1.4
2017-11-12,6,"95618, 95617, 95616",53.9,66.3,43.2,47.5,0.0,79.0,98.0,55.0,252.0,11.2,28.9,1.2
2017-11-13,6,"95618, 95617, 95616",58.5,69.0,51.0,52.7,0.0,81.0,91.0,62.0,175.0,13.6,69.9,2.9
2017-11-14,6,"95618, 95617, 95616",55.0,64.8,41.5,44.4,0.0,68.0,98.0,42.0,289.0,10.0,46.3,1.9
2017-11-15,6,"95618, 95617, 95616",53.7,57.7,50.6,50.4,0.35,89.0,95.0,72.0,74.0,12.5,48.7,2.0
2017-11-16,6,"95618, 95617, 95616",56.6,58.5,53.7,55.1,0.57,95.0,98.0,89.0,56.0,14.8,79.9,3.3
2017-11-17,6,"95618, 95617, 95616",52.8,60.2,46.3,43.7,0.0,71.0,90.0,55.0,282.0,9.7,80.7,3.4
2017-11-18,6,"95618, 95617, 95616",49.9,61.2,41.2,36.9,0.0,61.0,80.0,42.0,279.0,7.4,71.4,3.0
2017-11-19,6,"95618, 95617, 95616",48.8,60.5,35.2,40.5,0.0,73.0,88.0,49.0,241.0,8.6,37.1,1.5
2017-11-20,6,"95618, 95617, 95616",54.3,57.9,51.6,50.7,0.01,88.0,96.0,76.0,51.0,12.6,61.0,2.5
2017-11-21,6,"95618, 95617, 95616",56.2,65.8,50.6,52.5,0.0,87.0,98.0,72.0,195.0,13.5,61.1,2.5
2017-11-22,6,"95618, 95617, 95616",56.9,67.6,48.8,54.6,0.01,92.0,100.0,75.0,167.0,14.5,45.3,1.9
2017-11-23,6,"95618, 95617, 95616",57.1,63.8,49.0,55.6,0.0,95.0,100.0,84.0,78.0,15.1,27.8,1.2
2017-11-24,6,"95618, 95617, 95616",58.5,67.1,49.9,55.5,0.0,90.0,100.0,75.0,207.0,15.0,54.7,2.3
2017-11-25,6,"95618, 95617, 95616",57.4,62.7,51.1,54.3,0.0,89.0,95.0,79.0,153.0,14.4,37.7,1.6
2017-11-26,6,"95618, 95617, 95616",58.9,63.0,53.6,56.1,0.06,90.0,96.0,82.0,40.0,15.4,88.5,3.7
2017-11-27,6,"95618, 95617, 95616",51.5,59.4,43.0,45.4,0.05,80.0,93.0,62.0,251.0,10.3,48.5,2.0
2017-11-28,6,"95618, 95617, 95616",48.9,62.3,37.8,43.9,0.0,83.0,99.0,59.0,243.0,9.8,37.6,1.6
2017-11-29,6,"95618, 95617, 95616",51.1,62.3,40.7,42.2,0.0,71.0,93.0,47.0,252.0,9.1,65.2,2.7
2017-11-30,6,"95618, 95617, 95616",49.1,62.8,39.3,41.0,0.0,73.0,95.0,46.0,238.0,8.7,46.5,1.9
2017-12-01,6,"95618, 95617, 95616",47.1,65.7,35.0,39.7,0.0,75.0,97.0,44.0,232.0,8.3,24.2,1.0
2017-12-02,6,"95618, 95617, 95616",48.8,58.5,37.6,43.0,0.0,80.0,95.0,64.0,162.0,9.4,41.7,1.7
2017-12-03,6,"95618, 95617, 95616",51.2,58.6,43.6,38.0,0.0,60.0,85.0,43.0,247.0,7.8,77.9,3.2
2017-12-04,6,"95618, 95617, 95616",51.5,60.6,45.2,28.1,0.0,40.0,58.0,28.0,253.0,5.2,198.1,8.3
2017-12-05,6,"95618, 95617, 95616",52.3,65.5,38.0,27.1,0.0,37.0,73.0,23.0,252.0,5.0,118.3,4.9
2017-12-06,6,"95618, 95617, 95616",44.5,61.8,30.9,32.9,0.0,63.0,88.0,35.0,243.0,6.3,41.1,1.7
2017-12-07,6,"95618, 95617, 95616",46.4,66.8,31.2,31.1,0.0,55.0,90.0,23.0,246.0,5.9,49.3,2.1
2017-12-08,6,"95618, 95617, 95616",44.9,62.1,32.6,35.8,0.0,70.0,92.0,43.0,216.0,7.1,35.6,1.5
2017-12-09,6,"95618, 95617, 95616",44.4,62.5,30.2,35.5,0.0,71.0,91.0,43.0,235.0,7.0,39.4,1.6
2017-12-10,6,"95618, 95617, 95616",44.4,63.9,30.0,33.8,0.0,66.0,90.0,31.0,230.0,6.6,37.9,1.6
2017-12-11,6,"95618, 95617, 95616",44.1,63.2,29.8,32.9,0.0,64.0,85.0,34.0,225.0,6.3,39.0,1.6
2017-12-12,6,"95618, 95617, 95616",42.7,62.5,29.3,32.2,0.0,66.0,92.0,33.0,239.0,6.2,30.7,1.3
2017-12-13,6,"95618, 95617, 95616",42.4,63.0,27.8,33.9,0.0,72.0,93.0,38.0,218.0,6.6,35.2,1.5
2017-12-14,6,"95618, 95617, 95616",44.1,65.0,30.6,36.0,0.0,73.0,98.0,39.0,226.0,7.2,31.0,1.3
2017-12-15,6,"95618, 95617, 95616",46.3,61.4,33.4,38.7,0.0,75.0,92.0,52.0,172.0,8.0,28.2,1.2
2017-12-16,6,"95618, 95617, 95616",54.9,61.4,40.4,26.0,0.0,33.0,85.0,21.0,230.0,4.8,236.9,9.9
2017-12-17,6,"95618, 95617, 95616",52.2,63.2,37.8,27.9,0.0,39.0,71.0,26.0,231.0,5.2,115.6,4.8
2017-12-18,6,"95618, 95617, 95616",45.4,61.4,33.4,33.8,0.0,64.0,81.0,41.0,215.0,6.6,31.8,1.3
2017-12-19,6,"95618, 95617, 95616",47.0,58.3,32.7,38.8,0.0,73.0,85.0,48.0,136.0,8.0,77.6,3.2
2017-12-20,6,"95618, 95617, 95616",48.2,55.9,39.5,35.2,0.03,61.0,96.0,38.0,234.0,7.0,76.3,3.2
2017-12-21,6,"95618, 95617, 95616",45.4,57.0,32.2,27.1,0.0,48.0,73.0,30.0,240.0,5.0,123.7,5.2
2017-12-22,6,"95618, 95617, 95616",40.9,50.6,28.4,33.4,0.0,75.0,93.0,57.0,163.0,6.5,40.3,1.7
2017-12-23,6,"95618, 95617, 95616",44.8,54.3,35.9,32.4,0.0,62.0,79.0,43.0,120.0,6.2,41.0,1.7
2017-12-24,6,"95618, 95617, 95616",46.5,54.1,39.3,35.8,0.0,66.0,76.0,51.0,92.0,7.1,38.7,1.6
2017-12-25,6,"95618, 95617, 95616",46.9,59.2,36.2,33.1,0.0,59.0,81.0,36.0,175.0,6.4,36.9,1.5
2017-12-26,6,"95618, 95617, 95616",44.6,61.4,30.2,35.2,0.0,69.0,86.0,47.0,225.0,7.0,32.2,1.3
2017-12-27,6,"95618, 95617, 95616",44.7,60.6,33.3,37.1,0.0,75.0,93.0,49.0,213.0,7.5,40.6,1.7
2017-12-28,6,"95618, 95617, 95616",44.8,61.9,31.9,37.8,0.0,76.0,94.0,52.0,220.0,7.7,24.6,1.0
2017-12-29,6,"95618, 95617, 95616",49.9,60.0,36.2,38.6,0.0,65.0,98.0,49.0,281.0,7.9,37.2,1.6
2017-12-30,6,"95618, 95617, 95616",44.8,61.8,31.1,35.7,0.0,70.0,94.0,43.0,197.0,7.1,38.5,1.6
2017-12-31,6,"95618, 95617, 95616",45.1,57.8,33.6,37.0,0.0,73.0,90.0,53.0,120.0,7.5,33.8,1.4
2018-01-01,6,"95618, 95617, 95616",49.7,65.5,37.8,38.9,0.0,66.0,89.0,41.0,217.0,8.0,37.3,1.6
2018-01-02,6,"95618, 95617, 95616",48.8,60.3,37.8,40.6,0.0,73.0,87.0,57.0,121.0,8.6,35.8,1.5
2018-01-03,6,"95618, 95617, 95616",50.5,57.2,41.8,45.0,0.28,81.0,98.0,68.0,82.0,10.2,34.5,1.4
2018-01-04,6,"95618, 95617, 95616",54.3,61.1,49.1,52.6,0.18,94.0,100.0,82.0,137.0,13.5,44.5,1.9
2018-01-05,6,"95618, 95617, 95616",56.1,62.0,50.8,55.1,0.03,96.0,100.0,85.0,82.0,14.8,57.3,2.4
2018-01-06,6,"95618, 95617, 95616",50.4,58.4,41.5,48.2,0.0,92.0,100.0,75.0,214.0,11.5,50.4,2.1
2018-01-07,6,"95618, 95617, 95616",45.4,50.1,38.9,44.3,0.0,96.0,100.0,91.0,46.0,9.9,41.4,1.7
2018-01-08,6,"95618, 95617, 95616",49.4,50.8,47.6,49.2,2.41,99.0,100.0,95.0,18.0,11.9,65.8,2.7
2018-01-09,6,"95618, 95617, 95616",53.8,59.6,50.7,53.0,0.48,97.0,100.0,88.0,78.0,13.7,76.1,3.2
2018-01-10,6,"95618, 95617, 95616",52.3,59.4,45.1,49.0,0.0,89.0,100.0,75.0,160.0,11.8,64.8,2.7
2018-01-11,6,"95618, 95617, 95616",50.3,58.6,43.2,49.0,0.0,95.0,100.0,82.0,146.0,11.9,55.1,2.3
2018-01-12,6,"95618, 95617, 95616",50.2,61.4,42.8,48.5,0.01,94.0,100.0,71.0,134.0,11.6,65.2,2.7
2018-01-13,6,"95618, 95617, 95616",47.6,55.9,43.6,47.2,0.01,98.0,100.0,85.0,98.0,11.0,33.6,1.4
2018-01-14,6,"95618, 95617, 95616",49.7,52.4,48.1,49.2,0.0,98.0,100.0,90.0,57.0,11.9,40.9,1.7
2018-01-15,6,"95618, 95617, 95616",48.0,50.3,45.3,48.0,0.0,100.0,100.0,99.0,72.0,11.4,42.1,1.8
2018-01-16,6,"95618, 95617, 95616",52.4,58.3,48.4,51.1,0.02,96.0,100.0,83.0,109.0,12.8,56.4,2.4
2018-01-17,6,"95618, 95617, 95616",50.6,54.4,45.8,50.6,0.01,100.0,100.0,97.0,60.0,12.6,44.4,1.9
2018-01-18,6,"95618, 95617, 95616",52.6,56.2,49.5,51.1,0.01,95.0,100.0,73.0,66.0,12.8,98.3,4.1
2018-01-19,6,"95618, 95617, 95616",49.8,58.4,41.0,40.8,0.0,71.0,90.0,49.0,259.0,8.7,43.8,1.8
2018-01-20,6,"95618, 95617, 95616",46.0,58.0,37.2,35.1,0.0,66.0,88.0,40.0,274.0,6.9,78.8,3.3
2018-01-21,6,"95618, 95617, 95616",44.5,53.5,32.7,40.4,0.0,85.0,100.0,72.0,151.0,8.5,60.0,2.5
2018-01-22,6,"95618, 95617, 95616",48.2,50.6,44.8,46.4,0.09,93.0,100.0,83.0,48.0,10.7,83.5,3.5
2018-01-23,6,"95618, 95617, 95616",48.4,59.5,39.8,44.9,0.0,88.0,100.0,66.0,245.0,10.1,36.3,1.5
2018-01-24,6,"95618, 95617, 95616",46.7,52.2,39.3,46.3,0.15,98.0,100.0,90.0,65.0,10.7,83.0,3.5
2018-01-25,6,"95618, 95617, 95616",47.2,55.1,41.9,43.7,0.15,87.0,95.0,72.0,210.0,9.7,75.5,3.1
2018-01-26,6,"95618, 95617, 95616",43.0,51.2,35.0,41.4,0.0,94.0,100.0,76.0,199.0,8.9,41.2,1.7
2018-01-27,6,"95618, 95617, 95616",49.7,59.1,41.4,44.1,0.0,81.0,100.0,61.0,271.0,9.8,64.5,2.7
2018-01-28,6,"95618, 95617, 95616",49.7,62.0,37.2,44.5,0.0,82.0,99.0,60.0,295.0,10.0,36.6,1.5
2018-01-29,6,"95618, 95617, 95616",52.0,58.6,41.3,48.2,0.0,87.0,100.0,74.0,165.0,11.5,35.9,1.5
2018-01-30,6,"95618, 95617, 95616",49.4,65.7,35.9,45.1,0.0,85.0,100.0,54.0,279.0,10.2,30.7,1.3
2018-01-31,6,"95618, 95617, 95616",50.9,65.4,37.8,43.2,0.0,75.0,100.0,43.0,300.0,9.5,49.0,2.0
2018-02-01,6,"95618, 95617, 95616",54.4,69.1,42.3,45.9,0.0,73.0,96.0,48.0,286.0,10.5,43.8,1.8
2018-02-02,6,"95618, 95617, 95616",56.3,70.9,42.7,48.1,0.0,74.0,100.0,49.0,304.0,11.4,51.0,2.1
2018-02-03,6,"95618, 95617, 95616",60.3,72.7,43.2,48.9,0.0,66.0,93.0,49.0,311.0,11.8,46.1,1.9
2018-02-04,6,"95618, 95617, 95616",56.5,73.1,44.8,50.4,0.0,80.0,100.0,53.0,287.0,12.5,27.0,1.1
2018-02-05,6,"95618, 95617, 95616",58.0,76.9,42.8,47.0,0.0,67.0,98.0,38.0,312.0,11.0,31.5,1.3
2018-02-06,6,"95618, 95617, 95616",63.5,73.1,55.5,34.2,0.0,33.0,50.0,25.0,337.0,6.7,158.1,6.6
2018-02-07,6,"95618, 95617, 95616",56.9,73.1,43.4,45.0,0.0,64.0,83.0,44.0,310.0,10.2,50.2,2.1
2018-02-08,6,"95618, 95617, 95616",56.0,73.8,42.0,44.6,0.0,66.0,89.0,38.0,329.0,10.0,34.9,1.5
2018-02-09,6,"95618, 95617, 95616",58.1,78.8,41.5,46.2,0.0,64.0,91.0,33.0,339.0,10.6,36.5,1.5
2018-02-10,6,"95618, 95617, 95616",56.1,69.0,42.2,35.4,0.0,46.0,95.0,21.0,312.0,7.0,143.6,6.0
2018-02-11,6,"95618, 95617, 95616",50.8,63.1,34.9,31.6,0.0,47.0,75.0,26.0,205.0,6.0,92.6,3.9
2018-02-12,6,"95618, 95617, 95616",54.2,60.7,46.0,29.6,0.0,39.0,86.0,30.0,468.0,5.6,287.6,12.0
2018-02-13,6,"95618, 95617, 95616",51.3,63.6,38.1,26.3,0.0,37.0,64.0,24.0,369.0,4.8,216.7,9.0
2018-02-14,6,"95618, 95617, 95616",48.0,67.3,34.1,34.6,0.0,60.0,85.0,22.0,316.0,6.8,110.7,4.6
2018-02-15,6,"95618, 95617, 95616",50.3,63.8,39.2,27.7,0.0,41.0,93.0,19.0,384.0,5.1,238.1,9.9
2018-02-16,6,"95618, 95617, 95616",48.4,64.7,33.6,30.0,0.01,49.0,66.0,29.0,377.0,5.6,94.0,3.9
2018-02-17,6,"95618, 95617, 95616",52.3,68.0,35.9,39.1,0.0,60.0,85.0,37.0,372.0,8.1,87.3,3.6
2018-02-18,6,"95618, 95617, 95616",50.6,60.9,39.0,36.4,0.0,58.0,91.0,36.0,394.0,7.3,217.8,9.1
2018-02-19,6,"95618, 95617, 95616",41.7,53.2,30.5,24.2,0.0,50.0,78.0,28.0,387.0,4.4,120.7,5.0
2018-02-20,6,"95618, 95617, 95616",41.1,53.5,29.2,21.8,0.0,46.0,69.0,30.0,342.0,4.0,103.5,4.3
2018-02-21,6,"95618, 95617, 95616",42.7,56.6,30.6,25.9,0.0,51.0,79.0,30.0,395.0,4.8,108.2,4.5
2018-02-22,6,"95618, 95617, 95616",43.4,57.8,34.1,33.3,0.06,67.0,96.0,37.0,382.0,6.4,160.2,6.7
2018-02-23,6,"95618, 95617, 95616",41.5,54.1,30.7,22.5,0.0,46.0,93.0,20.0,416.0,4.1,193.1,8.0
2018-02-24,6,"95618, 95617, 95616",44.1,61.3,27.8,31.1,0.0,60.0,81.0,40.0,346.0,5.9,124.7,5.2
2018-02-25,6,"95618, 95617, 95616",49.6,63.1,35.6,34.2,0.0,55.0,81.0,35.0,414.0,6.7,157.9,6.6
2018-02-26,6,"95618, 95617, 95616",47.4,55.1,40.1,41.0,0.04,79.0,96.0,62.0,197.0,8.7,172.1,7.2
2018-02-27,6,"95618, 95617, 95616",46.9,59.1,35.1,19.3,0.0,33.0,70.0,19.0,432.0,3.6,320.3,13.3
2018-02-28,6,"95618, 95617, 95616",45.6,59.6,30.0,39.1,0.06,78.0,94.0,49.0,329.0,8.1,160.5,6.7
2018-03-01,6,"95618, 95617, 95616",49.6,57.4,45.3,45.7,1.2,86.0,97.0,62.0,163.0,10.4,294.5,12.3
2018-03-02,6,"95618, 95617, 95616",44.0,52.7,36.9,39.9,0.2,85.0,96.0,69.0,205.0,8.4,129.9,5.4
2018-03-03,6,"95618, 95617, 95616",43.2,53.0,35.8,39.8,0.07,88.0,99.0,67.0,268.0,8.3,132.1,5.5
2018-03-04,6,"95618, 95617, 95616",41.9,54.2,31.1,37.3,0.0,84.0,100.0,57.0,394.0,7.6,95.7,4.0
2018-03-05,6,"95618, 95617, 95616",46.1,60.2,33.9,35.9,0.0,67.0,91.0,42.0,460.0,7.1,147.1,6.1
2018-03-06,6,"95618, 95617, 95616",49.3,65.4,35.1,38.2,0.0,65.0,89.0,38.0,430.0,7.8,88.4,3.7
2018-03-07,6,"95618, 95617, 95616",55.4,68.5,44.4,40.9,0.0,58.0,86.0,35.0,342.0,8.7,102.4,4.3
2018-03-08,6,"95618, 95617, 95616",58.0,69.2,48.7,50.0,0.03,74.0,96.0,41.0,354.0,12.3,105.2,4.4
2018-03-09,6,"95618, 95617, 95616",56.5,67.9,44.1,48.9,0.0,76.0,98.0,49.0,381.0,11.8,58.4,2.4
2018-03-10,6,"95618, 95617, 95616",55.1,62.8,45.1,49.0,0.0,80.0,99.0,62.0,166.0,11.8,99.4,4.1
2018-03-11,6,"95618, 95617, 95616",56.0,71.9,41.3,47.0,0.0,71.0,100.0,41.0,457.0,11.0,84.0,3.5
2018-03-12,6,"95618, 95617, 95616",60.1,73.3,46.7,53.2,0.0,78.0,96.0,54.0,361.0,13.8,110.7,4.6
2018-03-13,6,"95618, 95617, 95616",57.0,62.4,49.0,52.4,0.31,84.0,98.0,66.0,156.0,13.4,187.5,7.8
2018-03-14,6,"95618, 95617, 95616",50.2,59.0,42.6,45.4,0.04,83.0,99.0,59.0,296.0,10.3,134.7,5.6
2018-03-15,6,"95618, 95617, 95616",46.2,52.4,36.3,44.0,0.48,92.0,97.0,83.0,114.0,9.8,159.4,6.6
2018-03-16,6,"95618, 95617, 95616",49.0,57.4,41.0,42.8,0.0,79.0,96.0,61.0,309.0,9.3,178.5,7.4
2018-03-17,6,"95618, 95617, 95616",46.0,55.7,37.6,40.7,0.11,81.0,97.0,61.0,311.0,8.6,114.6,4.8
2018-03-18,6,"95618, 95617, 95616",46.2,57.6,33.0,40.5,0.0,80.0,100.0,54.0,374.0,8.6,60.8,2.5
2018-03-19,6,"95618, 95617, 95616",51.0,66.7,36.1,41.7,0.0,71.0,99.0,32.0,473.0,9.0,86.1,3.6
2018-03-20,6,"95618, 95617, 95616",51.9,56.9,47.0,47.4,0.48,84.0,100.0,69.0,114.0,11.1,97.2,4.1
2018-03-21,6,"95618, 95617, 95616",57.6,66.8,51.5,56.7,0.76,97.0,100.0,84.0,128.0,15.7,157.0,6.5
2018-03-22,6,"95618, 95617, 95616",57.0,64.8,42.8,51.1,0.33,81.0,99.0,48.0,400.0,12.8,236.5,9.9
2018-03-23,6,"95618, 95617, 95616",49.7,60.7,38.7,40.3,0.0,70.0,84.0,53.0,451.0,8.5,167.3,7.0
2018-03-24,6,"95618, 95617, 95616",49.0,57.6,41.5,40.9,0.05,74.0,100.0,48.0,498.0,8.7,165.5,6.9
2018-03-25,6,"95618, 95617, 95616",48.7,59.3,37.5,37.2,0.0,64.0,94.0,37.0,529.0,7.5,120.3,5.0
2018-03-26,6,"95618, 95617, 95616",54.2,65.9,40.2,33.9,0.0,46.0,85.0,27.0,549.0,6.6,271.4,11.3
2018-03-27,6,"95618, 95617, 95616",61.7,76.2,49.4,39.9,0.0,45.0,66.0,30.0,541.0,8.4,217.9,9.1
2018-03-28,6,"95618, 95617, 95616",63.7,81.1,44.8,46.6,0.0,54.0,88.0,30.0,545.0,10.8,125.3,5.2
2018-03-29,6,"95618, 95617, 95616",65.6,83.3,49.6,46.1,0.01,49.0,80.0,25.0,532.0,10.6,119.4,5.0
2018-03-30,6,"95618, 95617, 95616",64.2,81.7,47.6,51.1,0.0,62.0,85.0,35.0,496.0,12.8,61.3,2.6
2018-03-31,6,"95618, 95617, 95616",62.3,79.0,49.2,51.7,0.0,68.0,95.0,33.0,496.0,13.1,77.4,3.2
2018-04-01,6,"95618, 95617, 95616",61.6,80.3,45.8,49.4,0.0,64.0,99.0,37.0,557.0,12.0,93.2,3.9
2018-04-02,6,"95618, 95617, 95616",60.7,75.9,47.2,47.1,0.0,61.0,94.0,29.0,553.0,11.0,105.3,4.4
2018-04-03,6,"95618, 95617, 95616",60.2,76.2,43.8,40.6,0.0,48.0,77.0,26.0,577.0,8.6,107.6,4.5
2018-04-04,6,"95618, 95617, 95616",60.0,74.0,49.0,46.0,0.0,60.0,89.0,33.0,447.0,10.6,104.5,4.4
2018-04-05,6,"95618, 95617, 95616",57.8,65.6,52.0,47.5,0.0,68.0,99.0,42.0,222.0,11.2,129.8,5.4
2018-04-06,6,"95618, 95617, 95616",57.9,61.8,54.1,57.7,0.16,99.0,100.0,98.0,128.0,16.3,177.9,7.4
2018-04-07,6,"95618, 95617, 95616",60.6,68.9,51.1,53.6,0.2,78.0,100.0,56.0,498.0,14.0,207.0,8.6
